user_id,install_date,event_date,country,device,ab_group,acquisition_channel,session_length,revenue
171,2026-01-01,2026-01-06,FI,iOS,B,Ads,52,0
171,2026-01-01,2026-01-07,FI,iOS,B,Ads,16,5
172,2026-01-03,2026-01-04,IN,Android,A,Influencer,38,0
172,2026-01-03,2026-01-05,IN,Android,A,Influencer,43,0
172,2026-01-03,2026-01-06,IN,Android,A,Influencer,18,3
172,2026-01-03,2026-01-08,IN,Android,A,Influencer,37,3
173,2026-01-05,2026-01-05,FI,iOS,B,Referral,41,15
173,2026-01-05,2026-01-07,FI,iOS,B,Referral,19,5
173,2026-01-05,2026-01-08,FI,iOS,B,Referral,33,10
173,2026-01-05,2026-01-09,FI,iOS,B,Referral,14,15
173,2026-01-05,2026-01-12,FI,iOS,B,Referral,40,0
174,2026-01-15,2026-01-19,DE,Android,A,Ads,39,0
174,2026-01-15,2026-01-20,DE,Android,A,Ads,45,2
175,2026-01-14,2026-01-15,US,Android,B,Organic,16,10
176,2026-01-03,2026-01-03,US,Android,B,Referral,5,10
176,2026-01-03,2026-01-05,US,Android,B,Referral,31,15
176,2026-01-03,2026-01-06,US,Android,B,Referral,46,5
176,2026-01-03,2026-01-07,US,Android,B,Referral,53,5
177,2026-01-01,2026-01-02,US,Android,A,Organic,13,10
177,2026-01-01,2026-01-03,US,Android,A,Organic,6,0
177,2026-01-01,2026-01-06,US,Android,A,Organic,35,5
178,2026-01-05,2026-01-05,DE,iOS,B,Influencer,47,0
178,2026-01-05,2026-01-07,DE,iOS,B,Influencer,30,8
178,2026-01-05,2026-01-08,DE,iOS,B,Influencer,17,3
178,2026-01-05,2026-01-09,DE,iOS,B,Influencer,20,8
178,2026-01-05,2026-01-10,DE,iOS,B,Influencer,34,8
179,2026-01-26,2026-01-27,DE,Android,B,Influencer,53,8
180,2026-01-23,2026-01-23,FI,iOS,B,Organic,8,5
180,2026-01-23,2026-01-25,FI,iOS,B,Organic,58,0
180,2026-01-23,2026-01-26,FI,iOS,B,Organic,27,10
180,2026-01-23,2026-01-27,FI,iOS,B,Organic,25,5
180,2026-01-23,2026-01-28,FI,iOS,B,Organic,41,0
181,2026-01-14,2026-01-14,FI,Android,B,Ads,40,2
182,2026-01-07,2026-01-07,FI,Android,B,Influencer,11,0
182,2026-01-07,2026-01-08,FI,Android,B,Influencer,8,3
183,2026-01-27,2026-01-27,IN,iOS,B,Organic,36,0
183,2026-01-27,2026-01-28,IN,iOS,B,Organic,43,0
183,2026-01-27,2026-01-29,IN,iOS,B,Organic,14,0
183,2026-01-27,2026-01-30,IN,iOS,B,Organic,55,0
183,2026-01-27,2026-01-31,IN,iOS,B,Organic,32,0
184,2026-01-09,2026-01-11,US,iOS,B,Ads,21,5
184,2026-01-09,2026-01-12,US,iOS,B,Ads,35,2
184,2026-01-09,2026-01-15,US,iOS,B,Ads,40,0
185,2026-01-15,2026-01-15,US,iOS,B,Ads,37,5
187,2026-01-26,2026-01-28,US,Android,A,Influencer,32,3
187,2026-01-26,2026-01-29,US,Android,A,Influencer,50,3
187,2026-01-26,2026-01-30,US,Android,A,Influencer,42,0
188,2026-01-10,2026-01-10,FI,iOS,B,Referral,22,10
188,2026-01-10,2026-01-11,FI,iOS,B,Referral,33,10
188,2026-01-10,2026-01-12,FI,iOS,B,Referral,5,0
188,2026-01-10,2026-01-13,FI,iOS,B,Referral,25,10
188,2026-01-10,2026-01-14,FI,iOS,B,Referral,7,0
189,2026-01-28,2026-01-28,IN,iOS,B,Organic,24,10
189,2026-01-28,2026-01-29,IN,iOS,B,Organic,38,0
189,2026-01-28,2026-01-30,IN,iOS,B,Organic,52,5
189,2026-01-28,2026-01-31,IN,iOS,B,Organic,57,0
189,2026-01-28,2026-02-01,IN,iOS,B,Organic,13,0
190,2026-01-13,2026-01-14,IN,iOS,A,Ads,46,0
191,2026-01-19,2026-01-19,DE,iOS,A,Ads,51,0
191,2026-01-19,2026-01-24,DE,iOS,A,Ads,11,0
191,2026-01-19,2026-01-26,DE,iOS,A,Ads,8,0
192,2026-01-07,2026-01-08,IN,Android,A,Referral,55,15
192,2026-01-07,2026-01-10,IN,Android,A,Referral,23,15
193,2026-01-17,2026-01-17,FI,iOS,B,Ads,28,0
193,2026-01-17,2026-01-18,FI,iOS,B,Ads,21,0
194,2026-01-20,2026-01-24,IN,iOS,A,Ads,16,2
194,2026-01-20,2026-01-25,IN,iOS,A,Ads,53,5
194,2026-01-20,2026-01-27,IN,iOS,A,Ads,36,2
196,2026-01-04,2026-01-05,US,iOS,B,Organic,38,5
197,2026-01-30,2026-01-30,FI,Android,A,Influencer,42,3
197,2026-01-30,2026-01-31,FI,Android,A,Influencer,13,0
197,2026-01-30,2026-02-01,FI,Android,A,Influencer,55,3
198,2026-01-05,2026-01-06,US,iOS,B,Ads,32,2
198,2026-01-05,2026-01-07,US,iOS,B,Ads,18,2
198,2026-01-05,2026-01-08,US,iOS,B,Ads,59,2
199,2026-01-23,2026-01-23,DE,Android,B,Organic,11,0
199,2026-01-23,2026-01-24,DE,Android,B,Organic,46,0
199,2026-01-23,2026-01-26,DE,Android,B,Organic,16,5
199,2026-01-23,2026-01-27,DE,Android,B,Organic,14,5
199,2026-01-23,2026-01-28,DE,Android,B,Organic,21,10
199,2026-01-23,2026-01-29,DE,Android,B,Organic,45,5
200,2026-01-07,2026-01-07,DE,iOS,B,Organic,38,0
200,2026-01-07,2026-01-08,DE,iOS,B,Organic,49,0
200,2026-01-07,2026-01-09,DE,iOS,B,Organic,38,10
200,2026-01-07,2026-01-12,DE,iOS,B,Organic,36,5
201,2026-01-13,2026-01-14,DE,iOS,B,Influencer,16,0
201,2026-01-13,2026-01-15,DE,iOS,B,Influencer,11,0
201,2026-01-13,2026-01-16,DE,iOS,B,Influencer,8,0
201,2026-01-13,2026-01-17,DE,iOS,B,Influencer,21,8
201,2026-01-13,2026-01-18,DE,iOS,B,Influencer,9,8
202,2026-01-15,2026-01-15,US,Android,A,Ads,23,5
202,2026-01-15,2026-01-20,US,Android,A,Ads,44,0
202,2026-01-15,2026-01-21,US,Android,A,Ads,48,0
203,2026-01-11,2026-01-12,US,iOS,A,Organic,39,0
203,2026-01-11,2026-01-14,US,iOS,A,Organic,56,0
203,2026-01-11,2026-01-15,US,iOS,A,Organic,47,5
204,2026-01-29,2026-02-03,US,Android,B,Ads,57,5
205,2026-01-04,2026-01-04,US,Android,B,Referral,44,5
205,2026-01-04,2026-01-05,US,Android,B,Referral,49,10
205,2026-01-04,2026-01-06,US,Android,B,Referral,9,5
205,2026-01-04,2026-01-07,US,Android,B,Referral,11,0
205,2026-01-04,2026-01-08,US,Android,B,Referral,46,15
205,2026-01-04,2026-01-09,US,Android,B,Referral,12,10
205,2026-01-04,2026-01-10,US,Android,B,Referral,11,0
205,2026-01-04,2026-01-11,US,Android,B,Referral,45,10
206,2026-01-13,2026-01-13,DE,iOS,A,Organic,54,10
206,2026-01-13,2026-01-14,DE,iOS,A,Organic,11,5
207,2026-01-07,2026-01-07,DE,Android,B,Ads,10,0
207,2026-01-07,2026-01-11,DE,Android,B,Ads,12,5
207,2026-01-07,2026-01-13,DE,Android,B,Ads,54,5
208,2026-01-27,2026-01-28,FI,Android,A,Organic,41,0
208,2026-01-27,2026-01-29,FI,Android,A,Organic,14,5
208,2026-01-27,2026-01-30,FI,Android,A,Organic,52,10
208,2026-01-27,2026-02-01,FI,Android,A,Organic,58,0
208,2026-01-27,2026-02-02,FI,Android,A,Organic,32,0
209,2026-01-19,2026-01-19,FI,Android,B,Referral,9,10
209,2026-01-19,2026-01-20,FI,Android,B,Referral,43,0
209,2026-01-19,2026-01-22,FI,Android,B,Referral,34,5
209,2026-01-19,2026-01-23,FI,Android,B,Referral,30,15
209,2026-01-19,2026-01-24,FI,Android,B,Referral,51,0
209,2026-01-19,2026-01-25,FI,Android,B,Referral,9,10
210,2026-01-22,2026-01-23,US,Android,B,Ads,55,2
211,2026-01-28,2026-01-28,IN,Android,A,Referral,56,10
211,2026-01-28,2026-01-29,IN,Android,A,Referral,15,10
211,2026-01-28,2026-01-30,IN,Android,A,Referral,43,10
211,2026-01-28,2026-01-31,IN,Android,A,Referral,6,10
211,2026-01-28,2026-02-01,IN,Android,A,Referral,51,5
211,2026-01-28,2026-02-03,IN,Android,A,Referral,39,10
211,2026-01-28,2026-02-04,IN,Android,A,Referral,5,0
212,2026-01-02,2026-01-03,IN,Android,A,Ads,6,0
212,2026-01-02,2026-01-04,IN,Android,A,Ads,14,5
213,2026-01-10,2026-01-10,DE,Android,A,Organic,58,0
213,2026-01-10,2026-01-11,DE,Android,A,Organic,10,10
215,2026-01-30,2026-01-30,DE,iOS,B,Referral,25,0
215,2026-01-30,2026-02-01,DE,iOS,B,Referral,30,15
215,2026-01-30,2026-02-02,DE,iOS,B,Referral,19,10
215,2026-01-30,2026-02-03,DE,iOS,B,Referral,20,0
217,2026-01-21,2026-01-21,FI,Android,B,Referral,6,5
217,2026-01-21,2026-01-23,FI,Android,B,Referral,42,5
217,2026-01-21,2026-01-25,FI,Android,B,Referral,37,0
217,2026-01-21,2026-01-27,FI,Android,B,Referral,12,10
218,2026-01-06,2026-01-08,DE,iOS,A,Referral,50,10
218,2026-01-06,2026-01-10,DE,iOS,A,Referral,13,10
219,2026-01-28,2026-01-28,DE,Android,A,Organic,24,0
219,2026-01-28,2026-01-29,DE,Android,A,Organic,26,5
219,2026-01-28,2026-02-01,DE,Android,A,Organic,32,10
220,2026-01-28,2026-01-28,DE,Android,B,Referral,13,0
220,2026-01-28,2026-01-29,DE,Android,B,Referral,28,0
220,2026-01-28,2026-01-30,DE,Android,B,Referral,55,0
220,2026-01-28,2026-01-31,DE,Android,B,Referral,32,15
221,2026-01-12,2026-01-14,IN,iOS,A,Referral,50,5
222,2026-01-12,2026-01-12,FI,Android,A,Ads,46,2
223,2026-01-20,2026-01-20,IN,Android,A,Ads,7,5
223,2026-01-20,2026-01-21,IN,Android,A,Ads,57,0
223,2026-01-20,2026-01-22,IN,Android,A,Ads,22,0
223,2026-01-20,2026-01-23,IN,Android,A,Ads,41,2
223,2026-01-20,2026-01-25,IN,Android,A,Ads,5,0
223,2026-01-20,2026-01-26,IN,Android,A,Ads,5,5
223,2026-01-20,2026-01-27,IN,Android,A,Ads,34,0
223,2026-01-20,2026-01-28,IN,Android,A,Ads,50,0
224,2026-01-30,2026-01-30,IN,Android,A,Influencer,48,0
224,2026-01-30,2026-02-01,IN,Android,A,Influencer,14,3
224,2026-01-30,2026-02-03,IN,Android,A,Influencer,44,8
224,2026-01-30,2026-02-05,IN,Android,A,Influencer,19,8
226,2026-01-11,2026-01-13,DE,iOS,B,Referral,15,5
227,2026-01-26,2026-01-26,US,Android,A,Influencer,46,0
228,2026-01-23,2026-01-24,US,Android,A,Ads,30,0
228,2026-01-23,2026-01-25,US,Android,A,Ads,19,0
228,2026-01-23,2026-01-27,US,Android,A,Ads,8,2
229,2026-01-28,2026-01-28,IN,Android,A,Organic,39,10
230,2026-01-25,2026-01-25,FI,iOS,B,Organic,59,0
230,2026-01-25,2026-01-26,FI,iOS,B,Organic,23,0
230,2026-01-25,2026-01-27,FI,iOS,B,Organic,55,0
230,2026-01-25,2026-01-28,FI,iOS,B,Organic,49,10
230,2026-01-25,2026-01-30,FI,iOS,B,Organic,8,10
231,2026-01-07,2026-01-08,DE,Android,B,Organic,45,0
231,2026-01-07,2026-01-09,DE,Android,B,Organic,25,10
232,2026-01-30,2026-01-30,DE,iOS,B,Ads,33,0
232,2026-01-30,2026-02-05,DE,iOS,B,Ads,56,0
234,2026-01-01,2026-01-01,US,Android,A,Organic,55,10
234,2026-01-01,2026-01-02,US,Android,A,Organic,45,5
234,2026-01-01,2026-01-05,US,Android,A,Organic,33,5
234,2026-01-01,2026-01-06,US,Android,A,Organic,16,5
236,2026-01-27,2026-01-28,US,iOS,A,Referral,22,0
236,2026-01-27,2026-01-29,US,iOS,A,Referral,33,0
236,2026-01-27,2026-01-30,US,iOS,A,Referral,29,10
236,2026-01-27,2026-01-31,US,iOS,A,Referral,46,0
236,2026-01-27,2026-02-02,US,iOS,A,Referral,54,0
236,2026-01-27,2026-02-03,US,iOS,A,Referral,43,15
237,2026-01-30,2026-01-30,US,Android,B,Organic,46,10
237,2026-01-30,2026-01-31,US,Android,B,Organic,46,0
238,2026-01-25,2026-01-27,US,iOS,A,Ads,8,0
239,2026-01-20,2026-01-20,US,iOS,B,Organic,38,10
239,2026-01-20,2026-01-23,US,iOS,B,Organic,46,10
240,2026-01-13,2026-01-13,DE,Android,B,Ads,16,5
240,2026-01-13,2026-01-15,DE,Android,B,Ads,34,0
242,2026-01-03,2026-01-05,US,iOS,A,Referral,27,0
242,2026-01-03,2026-01-06,US,iOS,A,Referral,58,0
242,2026-01-03,2026-01-10,US,iOS,A,Referral,17,5
242,2026-01-03,2026-01-11,US,iOS,A,Referral,46,15
243,2026-01-07,2026-01-07,FI,iOS,A,Referral,29,5
243,2026-01-07,2026-01-09,FI,iOS,A,Referral,10,5
243,2026-01-07,2026-01-10,FI,iOS,A,Referral,17,10
243,2026-01-07,2026-01-11,FI,iOS,A,Referral,28,0
243,2026-01-07,2026-01-12,FI,iOS,A,Referral,53,5
244,2026-01-06,2026-01-07,IN,iOS,B,Influencer,40,8
244,2026-01-06,2026-01-08,IN,iOS,B,Influencer,48,0
244,2026-01-06,2026-01-09,IN,iOS,B,Influencer,34,0
244,2026-01-06,2026-01-10,IN,iOS,B,Influencer,34,8
246,2026-01-27,2026-01-30,FI,Android,A,Referral,23,15
246,2026-01-27,2026-01-31,FI,Android,A,Referral,33,10
246,2026-01-27,2026-02-02,FI,Android,A,Referral,41,10
246,2026-01-27,2026-02-03,FI,Android,A,Referral,20,10
247,2026-01-09,2026-01-10,FI,Android,A,Ads,9,0
247,2026-01-09,2026-01-14,FI,Android,A,Ads,17,2
248,2026-01-30,2026-01-30,US,Android,B,Influencer,22,0
248,2026-01-30,2026-01-31,US,Android,B,Influencer,30,8
248,2026-01-30,2026-02-02,US,Android,B,Influencer,52,0
248,2026-01-30,2026-02-03,US,Android,B,Influencer,6,0
249,2026-01-05,2026-01-08,DE,Android,A,Ads,33,0
249,2026-01-05,2026-01-10,DE,Android,A,Ads,10,0
250,2026-01-01,2026-01-02,FI,Android,B,Referral,44,5
250,2026-01-01,2026-01-04,FI,Android,B,Referral,14,0
250,2026-01-01,2026-01-05,FI,Android,B,Referral,13,10
250,2026-01-01,2026-01-06,FI,Android,B,Referral,29,0
251,2026-01-19,2026-01-20,US,iOS,B,Referral,42,10
252,2026-01-10,2026-01-15,FI,Android,A,Ads,16,5
252,2026-01-10,2026-01-17,FI,Android,A,Ads,8,5
254,2026-01-24,2026-01-24,US,Android,A,Referral,45,5
254,2026-01-24,2026-01-25,US,Android,A,Referral,20,15
255,2026-01-15,2026-01-15,DE,Android,A,Organic,40,5
255,2026-01-15,2026-01-17,DE,Android,A,Organic,39,10
255,2026-01-15,2026-01-18,DE,Android,A,Organic,35,0
255,2026-01-15,2026-01-20,DE,Android,A,Organic,53,10
255,2026-01-15,2026-01-22,DE,Android,A,Organic,28,5
257,2026-01-22,2026-01-24,IN,iOS,B,Ads,57,0
258,2026-01-24,2026-01-24,US,iOS,B,Ads,13,5
259,2026-01-09,2026-01-09,IN,iOS,A,Referral,21,10
259,2026-01-09,2026-01-11,IN,iOS,A,Referral,7,15
260,2026-01-20,2026-01-20,IN,Android,B,Organic,26,5
261,2026-01-17,2026-01-18,IN,iOS,A,Ads,31,0
261,2026-01-17,2026-01-21,IN,iOS,A,Ads,50,5
261,2026-01-17,2026-01-25,IN,iOS,A,Ads,44,0
262,2026-01-30,2026-01-30,DE,iOS,A,Ads,41,5
262,2026-01-30,2026-01-31,DE,iOS,A,Ads,56,5
263,2026-01-17,2026-01-18,US,Android,A,Ads,54,0
264,2026-01-26,2026-01-26,IN,Android,A,Ads,7,0
264,2026-01-26,2026-01-29,IN,Android,A,Ads,52,0
264,2026-01-26,2026-01-30,IN,Android,A,Ads,39,2
265,2026-01-20,2026-01-21,US,Android,A,Organic,51,0
266,2026-01-12,2026-01-14,US,iOS,A,Ads,44,0
267,2026-01-30,2026-02-02,DE,iOS,B,Ads,17,5
267,2026-01-30,2026-02-03,DE,iOS,B,Ads,29,2
267,2026-01-30,2026-02-04,DE,iOS,B,Ads,54,0
267,2026-01-30,2026-02-06,DE,iOS,B,Ads,54,2
269,2026-01-02,2026-01-02,IN,Android,B,Ads,14,0
269,2026-01-02,2026-01-03,IN,Android,B,Ads,11,2
269,2026-01-02,2026-01-05,IN,Android,B,Ads,20,0
269,2026-01-02,2026-01-06,IN,Android,B,Ads,22,5
270,2026-01-03,2026-01-03,US,iOS,B,Organic,25,0
271,2026-01-17,2026-01-17,FI,iOS,A,Organic,21,0
271,2026-01-17,2026-01-18,FI,iOS,A,Organic,24,0
271,2026-01-17,2026-01-20,FI,iOS,A,Organic,17,0
271,2026-01-17,2026-01-21,FI,iOS,A,Organic,50,0
271,2026-01-17,2026-01-23,FI,iOS,A,Organic,37,10
272,2026-01-05,2026-01-06,DE,Android,A,Organic,39,10
272,2026-01-05,2026-01-07,DE,Android,A,Organic,24,0
272,2026-01-05,2026-01-08,DE,Android,A,Organic,14,10
272,2026-01-05,2026-01-10,DE,Android,A,Organic,30,0
273,2026-01-17,2026-01-17,DE,Android,A,Organic,20,5
274,2026-01-24,2026-01-24,DE,iOS,B,Organic,39,0
274,2026-01-24,2026-01-26,DE,iOS,B,Organic,52,0
274,2026-01-24,2026-01-27,DE,iOS,B,Organic,10,10
274,2026-01-24,2026-01-28,DE,iOS,B,Organic,29,0
274,2026-01-24,2026-01-29,DE,iOS,B,Organic,57,0
274,2026-01-24,2026-01-30,DE,iOS,B,Organic,24,0
274,2026-01-24,2026-01-31,DE,iOS,B,Organic,59,0
275,2026-01-17,2026-01-17,DE,Android,A,Referral,38,10
275,2026-01-17,2026-01-18,DE,Android,A,Referral,30,0
275,2026-01-17,2026-01-19,DE,Android,A,Referral,58,10
275,2026-01-17,2026-01-20,DE,Android,A,Referral,35,15
275,2026-01-17,2026-01-21,DE,Android,A,Referral,33,5
276,2026-01-27,2026-01-27,IN,iOS,B,Organic,40,10
277,2026-01-17,2026-01-19,IN,iOS,A,Organic,36,10
277,2026-01-17,2026-01-20,IN,iOS,A,Organic,22,0
277,2026-01-17,2026-01-24,IN,iOS,A,Organic,46,0
278,2026-01-02,2026-01-02,FI,iOS,A,Referral,32,10
278,2026-01-02,2026-01-03,FI,iOS,A,Referral,15,10
279,2026-01-02,2026-01-02,DE,iOS,B,Organic,27,5
279,2026-01-02,2026-01-03,DE,iOS,B,Organic,35,5
279,2026-01-02,2026-01-04,DE,iOS,B,Organic,19,0
279,2026-01-02,2026-01-05,DE,iOS,B,Organic,30,10
279,2026-01-02,2026-01-06,DE,iOS,B,Organic,19,10
279,2026-01-02,2026-01-07,DE,iOS,B,Organic,54,0
280,2026-01-28,2026-01-29,DE,Android,B,Ads,12,5
280,2026-01-28,2026-01-30,DE,Android,B,Ads,22,0
281,2026-01-22,2026-01-24,US,Android,A,Ads,48,2
281,2026-01-22,2026-01-25,US,Android,A,Ads,43,2
281,2026-01-22,2026-01-27,US,Android,A,Ads,14,0
284,2026-01-01,2026-01-01,FI,iOS,B,Referral,55,10
284,2026-01-01,2026-01-02,FI,iOS,B,Referral,22,0
284,2026-01-01,2026-01-03,FI,iOS,B,Referral,53,15
284,2026-01-01,2026-01-04,FI,iOS,B,Referral,35,5
284,2026-01-01,2026-01-06,FI,iOS,B,Referral,16,15
284,2026-01-01,2026-01-07,FI,iOS,B,Referral,6,5
285,2026-01-01,2026-01-01,FI,iOS,B,Influencer,34,8
286,2026-01-19,2026-01-19,IN,iOS,B,Organic,10,5
287,2026-01-30,2026-01-30,FI,Android,A,Organic,22,10
287,2026-01-30,2026-02-05,FI,Android,A,Organic,5,0
288,2026-01-02,2026-01-04,FI,Android,A,Ads,25,0
288,2026-01-02,2026-01-06,FI,Android,A,Ads,56,5
288,2026-01-02,2026-01-09,FI,Android,A,Ads,32,0
289,2026-01-21,2026-01-21,IN,Android,B,Organic,31,10
289,2026-01-21,2026-01-24,IN,Android,B,Organic,43,5
289,2026-01-21,2026-01-25,IN,Android,B,Organic,41,0
290,2026-01-12,2026-01-13,DE,Android,A,Organic,43,10
290,2026-01-12,2026-01-14,DE,Android,A,Organic,57,0
290,2026-01-12,2026-01-16,DE,Android,A,Organic,48,10
290,2026-01-12,2026-01-17,DE,Android,A,Organic,42,10
290,2026-01-12,2026-01-18,DE,Android,A,Organic,48,5
291,2026-01-26,2026-01-26,DE,iOS,A,Influencer,15,8
293,2026-01-23,2026-01-24,FI,iOS,A,Organic,46,0
294,2026-01-04,2026-01-04,DE,iOS,B,Organic,59,5
294,2026-01-04,2026-01-05,DE,iOS,B,Organic,44,0
294,2026-01-04,2026-01-06,DE,iOS,B,Organic,55,5
294,2026-01-04,2026-01-10,DE,iOS,B,Organic,14,5
294,2026-01-04,2026-01-12,DE,iOS,B,Organic,45,0
295,2026-01-23,2026-01-23,IN,iOS,B,Organic,10,5
295,2026-01-23,2026-01-24,IN,iOS,B,Organic,48,0
296,2026-01-11,2026-01-12,FI,Android,A,Organic,37,0
298,2026-01-27,2026-01-27,IN,Android,B,Ads,51,2
298,2026-01-27,2026-01-31,IN,Android,B,Ads,56,0
299,2026-01-17,2026-01-17,FI,Android,B,Referral,12,0
299,2026-01-17,2026-01-18,FI,Android,B,Referral,13,15
300,2026-01-06,2026-01-08,FI,Android,B,Organic,59,0
300,2026-01-06,2026-01-10,FI,Android,B,Organic,15,10
300,2026-01-06,2026-01-11,FI,Android,B,Organic,47,5
301,2026-01-24,2026-01-24,US,Android,B,Referral,12,5
302,2026-01-05,2026-01-05,US,iOS,A,Referral,44,5
302,2026-01-05,2026-01-06,US,iOS,A,Referral,48,10
302,2026-01-05,2026-01-07,US,iOS,A,Referral,51,5
302,2026-01-05,2026-01-09,US,iOS,A,Referral,13,0
304,2026-01-02,2026-01-02,IN,Android,B,Ads,9,0
304,2026-01-02,2026-01-05,IN,Android,B,Ads,24,0
305,2026-01-06,2026-01-06,IN,Android,B,Influencer,53,0
305,2026-01-06,2026-01-07,IN,Android,B,Influencer,16,0
305,2026-01-06,2026-01-08,IN,Android,B,Influencer,53,0
305,2026-01-06,2026-01-10,IN,Android,B,Influencer,43,0
305,2026-01-06,2026-01-11,IN,Android,B,Influencer,43,8
305,2026-01-06,2026-01-12,IN,Android,B,Influencer,58,8
306,2026-01-22,2026-01-22,DE,iOS,A,Organic,56,5
306,2026-01-22,2026-01-27,DE,iOS,A,Organic,37,0
306,2026-01-22,2026-01-29,DE,iOS,A,Organic,16,5
307,2026-01-11,2026-01-12,IN,iOS,B,Influencer,30,8
307,2026-01-11,2026-01-15,IN,iOS,B,Influencer,59,8
309,2026-01-16,2026-01-16,IN,Android,B,Organic,24,0
309,2026-01-16,2026-01-18,IN,Android,B,Organic,12,10
309,2026-01-16,2026-01-20,IN,Android,B,Organic,17,5
310,2026-01-01,2026-01-01,IN,Android,B,Referral,32,10
310,2026-01-01,2026-01-02,IN,Android,B,Referral,39,10
310,2026-01-01,2026-01-03,IN,Android,B,Referral,42,15
310,2026-01-01,2026-01-04,IN,Android,B,Referral,49,10
310,2026-01-01,2026-01-05,IN,Android,B,Referral,54,5
310,2026-01-01,2026-01-06,IN,Android,B,Referral,21,15
312,2026-01-28,2026-02-01,US,Android,B,Ads,24,0
312,2026-01-28,2026-02-04,US,Android,B,Ads,42,5
313,2026-01-27,2026-01-28,IN,iOS,B,Referral,16,10
313,2026-01-27,2026-01-29,IN,iOS,B,Referral,13,10
313,2026-01-27,2026-01-30,IN,iOS,B,Referral,16,15
313,2026-01-27,2026-02-02,IN,iOS,B,Referral,48,10
313,2026-01-27,2026-02-03,IN,iOS,B,Referral,38,5
313,2026-01-27,2026-02-04,IN,iOS,B,Referral,9,5
314,2026-01-06,2026-01-07,US,iOS,B,Organic,56,0
314,2026-01-06,2026-01-09,US,iOS,B,Organic,16,0
314,2026-01-06,2026-01-11,US,iOS,B,Organic,9,5
314,2026-01-06,2026-01-12,US,iOS,B,Organic,33,10
315,2026-01-16,2026-01-16,IN,Android,B,Ads,24,0
315,2026-01-16,2026-01-17,IN,Android,B,Ads,41,0
315,2026-01-16,2026-01-21,IN,Android,B,Ads,48,0
316,2026-01-29,2026-01-30,DE,Android,A,Organic,27,0
317,2026-01-03,2026-01-03,FI,Android,A,Organic,29,0
317,2026-01-03,2026-01-04,FI,Android,A,Organic,42,10
317,2026-01-03,2026-01-05,FI,Android,A,Organic,48,10
317,2026-01-03,2026-01-08,FI,Android,A,Organic,24,10
317,2026-01-03,2026-01-09,FI,Android,A,Organic,48,5
317,2026-01-03,2026-01-10,FI,Android,A,Organic,53,10
318,2026-01-20,2026-01-20,US,Android,A,Influencer,15,0
319,2026-01-28,2026-01-30,IN,iOS,B,Organic,23,5
319,2026-01-28,2026-01-31,IN,iOS,B,Organic,12,10
320,2026-01-27,2026-01-27,DE,iOS,B,Ads,53,2
320,2026-01-27,2026-01-28,DE,iOS,B,Ads,11,0
320,2026-01-27,2026-01-29,DE,iOS,B,Ads,25,5
320,2026-01-27,2026-02-01,DE,iOS,B,Ads,46,0
321,2026-01-04,2026-01-04,FI,iOS,B,Ads,28,0
321,2026-01-04,2026-01-05,FI,iOS,B,Ads,39,2
321,2026-01-04,2026-01-10,FI,iOS,B,Ads,20,0
322,2026-01-19,2026-01-20,US,iOS,B,Organic,17,5
323,2026-01-26,2026-01-26,FI,iOS,B,Ads,15,0
323,2026-01-26,2026-01-27,FI,iOS,B,Ads,15,5
325,2026-01-19,2026-01-20,US,iOS,B,Ads,23,5
325,2026-01-19,2026-01-22,US,iOS,B,Ads,15,5
325,2026-01-19,2026-01-23,US,iOS,B,Ads,43,0
326,2026-01-20,2026-01-20,FI,iOS,A,Influencer,47,3
326,2026-01-20,2026-01-25,FI,iOS,A,Influencer,34,3
327,2026-01-07,2026-01-07,IN,iOS,B,Influencer,5,3
327,2026-01-07,2026-01-08,IN,iOS,B,Influencer,14,8
327,2026-01-07,2026-01-10,IN,iOS,B,Influencer,41,8
327,2026-01-07,2026-01-11,IN,iOS,B,Influencer,7,0
327,2026-01-07,2026-01-12,IN,iOS,B,Influencer,35,3
327,2026-01-07,2026-01-14,IN,iOS,B,Influencer,40,0
328,2026-01-20,2026-01-20,US,Android,A,Organic,29,0
329,2026-01-09,2026-01-10,FI,Android,A,Influencer,10,8
329,2026-01-09,2026-01-11,FI,Android,A,Influencer,58,0
329,2026-01-09,2026-01-12,FI,Android,A,Influencer,30,3
329,2026-01-09,2026-01-14,FI,Android,A,Influencer,40,0
329,2026-01-09,2026-01-15,FI,Android,A,Influencer,20,0
330,2026-01-01,2026-01-01,DE,Android,B,Referral,32,15
330,2026-01-01,2026-01-02,DE,Android,B,Referral,29,10
330,2026-01-01,2026-01-05,DE,Android,B,Referral,22,5
330,2026-01-01,2026-01-06,DE,Android,B,Referral,31,0
330,2026-01-01,2026-01-07,DE,Android,B,Referral,30,0
331,2026-01-08,2026-01-10,DE,Android,B,Organic,39,10
331,2026-01-08,2026-01-12,DE,Android,B,Organic,48,0
331,2026-01-08,2026-01-14,DE,Android,B,Organic,25,0
332,2026-01-07,2026-01-08,US,iOS,A,Ads,47,2
332,2026-01-07,2026-01-11,US,iOS,A,Ads,27,0
332,2026-01-07,2026-01-13,US,iOS,A,Ads,10,0
332,2026-01-07,2026-01-14,US,iOS,A,Ads,26,0
332,2026-01-07,2026-01-15,US,iOS,A,Ads,19,0
333,2026-01-18,2026-01-19,FI,iOS,A,Organic,10,0
333,2026-01-18,2026-01-23,FI,iOS,A,Organic,42,5
